TRYOCC_Aceto_1_ign_00012	MBF0334991.1	56.1	220	52	2	371	9	1	123	8.22e-36	134	MBF0334991.1 N-acetyltransferase [Alphaproteobacteria bacterium]
TRYOCC_Aceto_1_ign_00012	WP_131674901.1	53.4	376	53	1	371	27	1	116	5.33e-35	136	WP_131674901.1 GNAT family N-acetyltransferase [Paracoccus marinus]
TRYOCC_Aceto_1_ign_00012	MBF0395086.1	56.1	383	52	2	371	9	1	123	6.45e-34	133	MBF0395086.1 N-acetyltransferase [Alphaproteobacteria bacterium]
TRYOCC_Aceto_1_ign_00012	WP_034927167.1	54.6	384	52	2	371	21	1	119	6.57e-34	133	WP_034927167.1 GNAT family N-acetyltransferase [Komagataeibacter rhaeticus] KDU94926.1 hypothetical protein GLUCORHAEAF1_11635 [Komagataeibacter rhaeticus AF1] MBL7239841.1 N-acetyltransferase [Komagataeibacter rhaeticus]
TRYOCC_Aceto_1_ign_00012	WP_007398797.1	54.6	384	52	2	371	21	1	119	6.57e-34	133	WP_007398797.1 MULTISPECIES: GNAT family N-acetyltransferase [Acetobacteraceae] EGG76434.1 hypothetical protein SXCC_02898 [Gluconacetobacter sp. SXCC-1] QIP34368.1 N-acetyltransferase [Komagataeibacter rhaeticus] QOC46880.1 N-acetyltransferase [Komagataeibacter rhaeticus] SAY47396.1 hypothetical protein KRIGEM_00333 [Komagataeibacter rhaeticus]
TRYOCC_Aceto_1_ign_00012	WP_162900396.1	55.6	384	50	2	371	27	1	117	6.57e-34	133	WP_162900396.1 GNAT family N-acetyltransferase [Komagataeibacter saccharivorans] AXY21579.1 hypothetical protein CD178_00773 [Komagataeibacter saccharivorans] QBL94502.1 hypothetical protein KSAC_23050 [Komagataeibacter saccharivorans]
TRYOCC_Aceto_1_ign_00012	WP_039735159.1	53.8	384	52	2	371	27	1	117	1.81e-33	132	WP_039735159.1 GNAT family N-acetyltransferase [Komagataeibacter intermedius] KPH87178.1 hypothetical protein GLUCOINTEAF2_0202280 [Komagataeibacter intermedius AF2]
TRYOCC_Aceto_1_ign_00012	WP_048855608.1	53.8	384	52	2	371	27	1	117	1.81e-33	132	WP_048855608.1 MULTISPECIES: GNAT family N-acetyltransferase [Komagataeibacter] MBL7232242.1 N-acetyltransferase [Komagataeibacter oboediens] MBT0676185.1 N-acetyltransferase [Komagataeibacter oboediens] MBT0679282.1 N-acetyltransferase [Komagataeibacter oboediens] MBV0888676.1 GNAT family N-acetyltransferase [Komagataeibacter oboediens] MBV1824245.1 GNAT family N-acetyltransferase [Komagataeibacter oboediens]
TRYOCC_Aceto_1_ign_00012	WP_010514640.1	53.8	384	52	2	371	27	1	117	1.81e-33	132	WP_010514640.1 GNAT family N-acetyltransferase [Komagataeibacter oboediens]
TRYOCC_Aceto_1_ign_00012	WP_194285511.1	53.8	384	53	2	371	21	1	119	1.81e-33	132	WP_194285511.1 GNAT family N-acetyltransferase [Komagataeibacter medellinensis]
TRYOCC_Aceto_1_ign_00012	WP_193733398.1	54.7	384	51	2	371	27	1	117	1.81e-33	132	WP_193733398.1 GNAT family N-acetyltransferase [Komagataeibacter sp. FXV3]
TRYOCC_Aceto_1_ign_00012	WP_233067810.1	54.7	385	51	2	371	27	1	117	1.84e-33	132	WP_233067810.1 GNAT family N-acetyltransferase [Komagataeibacter sp. FNDCF1] MCE2565665.1 GNAT family N-acetyltransferase [Komagataeibacter sp. FNDCF1]
TRYOCC_Aceto_1_ign_00012	MBF0375368.1	55.3	383	53	2	371	9	1	123	2.49e-33	132	MBF0375368.1 N-acetyltransferase [Alphaproteobacteria bacterium]
TRYOCC_Aceto_1_ign_00012	BAK84592.1	53.8	384	53	2	371	21	1	119	2.53e-33	132	BAK84592.1 hypothetical protein GLX_21800 [Komagataeibacter medellinensis NBRC 3288]
